Date,.dMIWD00000G,.dMIEF00000G,.dMIEA00000G,JPY=,US10YT=RR,Updated at 17:32:01,US3MT=RR
2021-04-14,1723.13,179544.39,5606.08,108.91,1.6341,2021-03-31 00:00:00,0.023
2021-04-13,1725.58,178342.22,5598.15,109.05,1.6198,2021-03-30 00:00:00,0.023
2021-04-12,1719.94,178028.36,5587.76,109.37,1.6693,2021-03-29 00:00:00,0.015
2021-04-09,1723.10,178961.05,5611.87,109.65,1.6620,2021-03-26 00:00:00,0.02
2021-04-08,1716.91,180377.16,5605.47,109.24,1.6262,2021-03-25 00:00:00,0.02
2021-04-07,1708.61,179706.19,5581.88,109.84,1.6792,2021-03-24 00:00:00,0.02
2021-04-06,1708.01,180778.38,5573.13,109.74,1.6578,2021-03-23 00:00:00,0.015
2021-04-05,1706.10,179883.84,5565.73,110.17,1.7074,2021-03-22 00:00:00,0.01
2021-04-02,1692.01,179975.46,5556.47,110.71,1.6730,2021-03-19 00:00:00,0.01
2021-04-01,1690.63,179572.58,5545.45,110.60,1.6735,2021-03-18 00:00:00,0.015
2021-03-31,1672.56,177014.15,5516.20,110.70,1.7440,2021-03-17 00:00:00,0.018
2021-03-30,1671.01,177838.27,5544.38,110.34,1.7100,2021-03-16 00:00:00,0.018
2021-03-29,1669.67,176336.32,5517.72,109.78,1.7170,2021-03-15 00:00:00,0.025
2021-03-26,1669.68,175763.03,5505.27,109.64,1.6742,2021-03-12 00:00:00,0.03
2021-03-25,1646.57,173302.72,5451.07,109.17,1.6332,2021-03-11 00:00:00,0.038
2021-03-24,1641.70,174310.31,5432.68,108.72,1.6137,2021-03-10 00:00:00,0.041
2021-03-23,1654.43,177234.06,5462.04,108.56,1.6223,2021-03-09 00:00:00,0.041
2021-03-22,1665.56,178794.84,5479.23,108.83,1.6946,2021-03-08 00:00:00,0.041
2021-03-19,1659.24,178739.08,5488.78,108.87,1.7299,2021-03-05 00:00:00,0.038
2021-03-18,1662.80,179969.18,5517.58,108.88,1.7064,2021-03-04 00:00:00,0.038
2021-03-17,1676.18,179806.24,5484.70,108.83,1.6462,2021-03-03 00:00:00,0.041
2021-03-16,1674.65,180260.00,5495.17,108.98,1.6214,2021-03-02 00:00:00,0.041
2021-03-15,1672.85,179339.06,5461.65,109.12,1.6073,2021-03-01 00:00:00,0.035
2021-03-12,1665.77,180289.32,5449.19,109.00,1.6247,2021-02-26 00:00:00,0.041
2021-03-11,1665.32,181543.28,5434.18,108.49,1.5352,2021-02-25 00:00:00,0.043
2021-03-10,1647.03,177899.51,5412.35,108.38,1.5212,2021-02-24 00:00:00,0.033
2021-03-09,1639.59,177207.32,5399.19,108.46,1.5281,2021-02-23 00:00:00,0.033
2021-03-08,1618.57,175611.31,5358.47,108.86,1.6029,2021-02-22 00:00:00,0.03
2021-03-05,1624.56,179154.21,5297.50,108.34,1.5766,2021-02-19 00:00:00,0.033
2021-03-04,1608.97,179345.39,5318.92,107.97,1.5571,2021-02-18 00:00:00,0.038
2021-03-03,1630.18,183554.99,5343.82,106.99,1.4842,2021-02-17 00:00:00,0.041
2021-03-02,1640.84,181346.32,5326.92,106.67,1.3982,2021-02-16 00:00:00,0.041
2021-03-01,1649.22,181463.57,5327.87,106.75,1.4255,2021-02-12 00:00:00,0.041
2021-02-26,1614.88,178525.05,5235.85,106.58,1.4066,2021-02-11 00:00:00,0.041
2021-02-25,1633.90,183430.27,5349.75,106.21,1.5303,2021-02-10 00:00:00,0.041
2021-02-24,1655.55,182310.34,5329.42,105.86,1.3722,2021-02-09 00:00:00,0.041
2021-02-23,1650.65,185145.85,5347.63,105.24,1.3432,2021-02-08 00:00:00,0.03
2021-02-22,1650.70,185372.61,5349.95,105.06,1.3687,2021-02-05 00:00:00,0.033
2021-02-19,1665.73,189282.37,5358.87,105.43,1.3397,2021-02-04 00:00:00,0.038
2021-02-18,1665.55,188807.19,5356.54,105.66,1.2973,2021-02-03 00:00:00,0.046
2021-02-17,1676.40,191386.46,5396.87,105.85,1.2821,2021-02-02 00:00:00,0.056
2021-02-16,1679.10,190620.73,5424.87,106.04,1.3107,2021-02-01 00:00:00,0.056
2021-02-15,1678.04,189894.53,5410.99,105.36,1.2099,2021-01-29 00:00:00,0.058
2021-02-12,1671.98,189002.61,5350.48,104.93,1.2099,2021-01-28 00:00:00,0.063
2021-02-11,1665.33,188911.29,5330.15,104.72,1.1648,2021-01-27 00:00:00,0.071
2021-02-10,1661.09,188353.36,5315.16,104.57,1.1242,2021-01-26 00:00:00,0.079
2021-02-09,1659.03,186865.96,5313.80,104.57,1.1602,2021-01-25 00:00:00,0.076
2021-02-08,1658.13,185683.67,5317.03,105.22,1.1757,2021-01-22 00:00:00,0.079
2021-02-05,1647.14,185276.61,5279.52,105.36,1.1687,2021-01-21 00:00:00,0.081
2021-02-04,1639.52,184455.94,5256.45,105.54,1.1358,2021-01-20 00:00:00,0.081
2021-02-03,1628.46,184831.76,5248.41,105.01,1.1391,2021-01-19 00:00:00,0.089
2021-02-02,1623.80,183372.64,5219.90,104.97,1.0946,2021-01-15 00:00:00,0.081
2021-02-01,1602.23,181003.39,5163.72,104.91,1.0791,2021-01-14 00:00:00,0.081
2021-01-29,1576.17,176690.03,5101.71,104.68,1.0706,2021-01-13 00:00:00,0.086
2021-01-28,1604.56,179494.82,5187.10,104.21,1.0517,2021-01-12 00:00:00,0.086
2021-01-27,1599.19,181825.60,5215.62,104.09,1.0127,2021-01-11 00:00:00,0.086
2021-01-26,1629.95,183959.74,5248.77,103.60,1.0330,2021-01-08 00:00:00,0.086
2021-01-25,1636.36,186978.95,5245.22,103.73,1.0329,2021-01-07 00:00:00,0.086
2021-01-22,1631.91,184565.75,5266.63,103.77,1.0855,2021-01-06 00:00:00,0.089
2021-01-21,1637.64,185744.89,5285.56,103.48,1.1092,2021-01-05 00:00:00,0.084
2021-01-20,1636.11,185066.31,5277.15,103.52,1.0768,2021-01-04 00:00:00,0.079
2021-01-19,1619.02,182704.35,5262.82,103.89,1.0920,2020-12-31 00:00:00,0.079
2021-01-18,1606.67,179811.08,5247.09,103.69,1.0869,2020-12-30 00:00:00,0.081
2021-01-15,1606.84,179567.00,5253.56,103.87,1.0869,2020-12-29 00:00:00,0.096
2021-01-14,1618.58,181015.04,5293.48,103.79,1.1292,2020-12-28 00:00:00,0.094
2021-01-13,1618.72,180257.13,5265.39,103.85,1.0917,2020-12-24 00:00:00,0.089
2021-01-12,1615.44,179369.09,5259.39,103.75,1.1291,2020-12-23 00:00:00,0.086
2021-01-11,1614.07,179078.73,5261.28,104.24,1.1443,2020-12-22 00:00:00,0.089
2021-01-08,1622.09,178945.25,5286.29,103.93,1.1187,2020-12-21 00:00:00,0.089
2021-01-07,1607.84,174788.84,5240.30,103.80,1.0812,2020-12-18 00:00:00,0.086
2021-01-06,1587.10,173459.67,5192.32,103.04,1.0389,2020-12-17 00:00:00,0.086
2021-01-05,1579.54,174107.36,5148.47,102.72,0.9549,2020-12-16 00:00:00,0.081
2021-01-04,1569.96,171671.88,5154.06,103.10,0.9182,2020-12-15 00:00:00,0.076
2021-01-01,1578.47,170234.01,5120.90,103.20,0.9165,2020-12-14 00:00:00,0.071
2020-12-31,1578.39,170169.53,5120.90,103.24,0.9165,2020-12-11 00:00:00,0.071
2020-12-30,1575.52,169893.97,5148.03,103.17,0.9264,2020-12-10 00:00:00,0.079
2020-12-29,1572.22,167192.79,5167.30,103.56,0.9397,2020-12-09 00:00:00,0.076
2020-12-28,1568.66,165370.20,5121.15,103.78,0.9231,2020-12-08 00:00:00,0.079
2020-12-24,1559.33,165489.36,5079.06,103.63,0.9264,2020-12-07 00:00:00,0.076
2020-12-23,1556.51,166363.02,5068.33,103.55,0.9446,2020-12-04 00:00:00,0.081
2020-12-22,1552.51,165106.52,5037.46,103.63,0.9213,2020-12-03 00:00:00,0.081
2020-12-21,1553.26,166039.71,5028.02,103.30,0.9379,2020-12-02 00:00:00,0.081
2020-12-18,1563.65,167073.63,5100.38,103.31,0.9446,2020-12-01 00:00:00,0.086
2020-12-17,1567.15,167472.87,5110.17,103.10,0.9346,2020-11-30 00:00:00,0.081
2020-12-16,1557.82,166517.10,5091.94,103.48,0.9196,2020-11-27 00:00:00,0.081
2020-12-15,1551.21,164774.80,5059.35,103.66,0.9113,2020-11-25 00:00:00,0.086
2020-12-14,1540.22,164843.16,5064.51,104.03,0.8981,2020-11-24 00:00:00,0.086
2020-12-11,1543.13,165705.77,5051.10,104.01,0.8964,2020-11-23 00:00:00,0.076
2020-12-10,1545.58,165269.70,5072.28,104.20,0.9063,2020-11-20 00:00:00,0.068
2020-12-09,1545.69,165411.14,5078.80,104.21,0.9377,2020-11-19 00:00:00,0.066
2020-12-08,1552.41,165106.73,5054.89,104.15,0.9212,2020-11-18 00:00:00,0.086
2020-12-07,1548.88,165103.51,5051.81,104.06,0.9278,2020-11-17 00:00:00,0.086
2020-12-04,1550.19,164968.25,5065.02,104.14,0.9725,2020-11-16 00:00:00,0.084
2020-12-03,1538.79,163876.72,5042.82,103.83,0.9112,2020-11-13 00:00:00,0.091
2020-12-02,1537.13,162921.91,5044.79,104.40,0.9376,2020-11-12 00:00:00,0.091
2020-12-01,1534.52,162412.10,5035.25,104.30,0.9293,2020-11-10 00:00:00,0.096
2020-11-30,1519.49,160366.63,4996.87,104.27,0.8422,2020-11-09 00:00:00,0.096
2020-11-27,1532.23,163493.72,5056.71,104.10,0.8422,2020-11-06 00:00:00,0.094
2020-11-26,1527.41,163267.06,5038.61,104.25,0.8816,2020-11-05 00:00:00,0.091
2020-11-25,1525.63,161979.73,5036.60,104.45,0.8816,2020-11-04 00:00:00,0.094
2020-11-24,1526.76,163182.04,5030.78,104.43,0.8848,2020-11-03 00:00:00,0.096
2020-11-23,1506.63,162587.09,4963.54,104.54,0.8586,2020-11-02 00:00:00,0.091
2020-11-20,1499.65,160976.98,4971.52,103.85,0.8243,2020-10-30 00:00:00,0.094
2020-11-19,1502.37,159871.78,4959.14,103.72,0.8423,2020-10-29 00:00:00,0.094
2020-11-18,1499.97,160442.53,4974.73,103.83,0.8701,2020-10-28 00:00:00,0.096
2020-11-17,1507.94,159865.43,4973.37,104.17,0.8619,2020-10-27 00:00:00,0.096
2020-11-16,1511.00,160269.12,4972.33,104.56,0.9111,2020-10-26 00:00:00,0.089
2020-11-13,1493.72,158812.55,4908.03,104.62,0.8979,2020-10-23 00:00:00,0.094
2020-11-12,1482.43,157772.77,4922.25,105.12,0.8832,2020-10-22 00:00:00,0.091
2020-11-11,1492.23,157259.00,4948.16,105.42,0.9595,2020-10-21 00:00:00,0.096
2020-11-10,1479.55,157342.64,4886.85,105.28,0.9595,2020-10-20 00:00:00,0.101
2020-11-09,1478.86,158818.49,4838.32,105.36,0.9235,2020-10-19 00:00:00,0.096
2020-11-06,1457.62,157250.94,4692.46,103.33,0.8201,2020-10-16 00:00:00,0.096
2020-11-05,1455.94,156286.35,4689.76,103.47,0.7663,2020-10-15 00:00:00,0.104
2020-11-04,1429.65,152850.18,4633.35,104.48,0.7713,2020-10-14 00:00:00,0.106
2020-11-03,1402.40,150916.01,4560.34,104.46,0.8959,2020-10-13 00:00:00,0.099
2020-11-02,1380.61,150374.15,4488.02,104.71,0.8518,2020-10-09 00:00:00,0.101
2020-10-30,1363.24,148790.21,4417.48,104.64,0.8737,2020-10-08 00:00:00,0.096
2020-10-29,1379.48,151073.52,4445.36,104.61,0.8314,2020-10-07 00:00:00,0.099
2020-10-28,1370.58,150954.37,4453.66,104.29,0.7743,2020-10-06 00:00:00,0.099
2020-10-27,1408.70,152264.31,4541.20,104.40,0.7709,2020-10-05 00:00:00,0.096
2020-10-26,1413.60,151847.86,4579.33,104.82,0.8027,2020-10-02 00:00:00,0.091
2020-10-23,1435.00,152661.07,4635.51,104.69,0.8413,2020-10-01 00:00:00,0.091
2020-10-22,1429.71,152603.57,4608.17,104.82,0.8613,2020-09-30 00:00:00,0.096
2020-10-21,1426.79,152812.10,4622.73,104.56,0.8209,2020-09-29 00:00:00,0.096
2020-10-20,1431.80,152545.98,4660.77,105.49,0.7857,2020-09-28 00:00:00,0.094
2020-10-19,1428.64,151725.15,4675.33,105.42,0.7723,2020-09-25 00:00:00,0.101
2020-10-16,1441.39,151520.20,4665.02,105.40,0.7489,2020-09-24 00:00:00,0.099
2020-10-15,1439.08,151089.86,4638.52,105.44,0.7389,2020-09-23 00:00:00,0.099
2020-10-14,1448.05,152907.93,4708.08,105.15,0.7272,2020-09-22 00:00:00,0.099
2020-10-13,1454.54,153062.76,4717.78,105.47,0.7289,2020-09-21 00:00:00,0.086
2020-10-12,1459.69,152991.60,4724.98,105.30,0.7787,2020-09-18 00:00:00,0.091
2020-10-09,1442.50,151009.13,4710.02,105.59,0.7787,2020-09-17 00:00:00,0.094
2020-10-08,1433.88,150676.45,4701.81,106.01,0.7785,2020-09-16 00:00:00,0.112
2020-10-07,1423.19,149565.95,4671.66,105.96,0.7835,2020-09-15 00:00:00,0.112
2020-10-06,1407.02,148676.20,4666.85,105.62,0.7336,2020-09-14 00:00:00,0.109
2020-10-05,1416.17,147412.04,4654.75,105.72,0.7784,2020-09-11 00:00:00,0.112
2020-10-02,1394.92,146398.28,4597.01,105.33,0.7038,2020-09-10 00:00:00,0.114
2020-10-01,1404.63,146757.86,4610.93,105.50,0.6791,2020-09-09 00:00:00,0.112
2020-09-30,1397.63,146579.58,4597.05,105.45,0.6857,2020-09-08 00:00:00,0.119
2020-09-29,1392.81,145072.41,4638.07,105.64,0.6512,2020-09-04 00:00:00,0.112
2020-09-28,1397.17,145359.20,4642.48,105.49,0.6577,2020-09-03 00:00:00,0.106
2020-09-25,1375.93,143753.50,4568.71,105.60,0.6561,2020-09-02 00:00:00,0.106
2020-09-24,1361.45,143626.15,4562.02,105.40,0.6675,2020-09-01 00:00:00,0.106
2020-09-23,1365.23,145884.14,4604.63,105.37,0.6773,2020-08-31 00:00:00,0.106
2020-09-22,1383.82,146100.61,4581.69,104.91,0.6708,2020-08-28 00:00:00,0.104
2020-09-21,1376.24,146998.85,4578.21,104.64,0.6691,2020-08-27 00:00:00,0.101
2020-09-18,1394.92,148896.17,4675.85,104.55,0.6970,2020-08-26 00:00:00,0.099
2020-09-17,1404.25,148942.51,4688.98,104.73,0.6887,2020-08-25 00:00:00,0.101
2020-09-16,1415.24,150225.07,4715.01,104.94,0.6985,2020-08-24 00:00:00,0.094
2020-09-15,1418.15,149868.63,4702.60,105.43,0.6805,2020-08-21 00:00:00,0.096
2020-09-14,1410.82,148977.92,4688.84,105.72,0.6756,2020-08-20 00:00:00,0.096
2020-09-11,1395.80,147421.68,4674.81,106.14,0.6690,2020-08-19 00:00:00,0.101
2020-09-10,1393.50,146541.51,4663.21,106.13,0.6821,2020-08-18 00:00:00,0.106
2020-09-09,1407.57,146673.96,4657.02,106.17,0.6984,2020-08-17 00:00:00,0.094
2020-09-08,1388.03,147146.13,4626.82,106.01,0.6820,2020-08-14 00:00:00,0.099
2020-09-04,1411.95,148475.86,4597.80,106.23,0.7213,2020-08-13 00:00:00,0.099
2020-09-03,1425.72,149784.96,4652.52,106.17,0.6364,2020-08-12 00:00:00,0.106
2020-09-02,1461.66,151136.89,4681.28,106.18,0.6477,2020-08-11 00:00:00,0.112
2020-09-01,1444.97,150937.99,4625.51,105.95,0.6721,2020-08-10 00:00:00,0.099
2020-08-31,1436.44,149002.13,4640.94,105.89,0.7064,2020-08-07 00:00:00,0.099
2020-08-28,1440.83,151552.99,4650.28,105.34,0.7244,2020-08-06 00:00:00,0.099
2020-08-27,1437.11,151494.64,4672.97,106.55,0.7538,2020-08-05 00:00:00,0.101
2020-08-26,1438.43,151792.31,4701.54,105.98,0.6884,2020-08-04 00:00:00,0.099
2020-08-25,1426.85,151172.98,4684.35,106.36,0.6883,2020-08-03 00:00:00,0.089
2020-08-24,1422.58,150371.55,4680.44,105.97,0.6542,2020-07-31 00:00:00,0.094
2020-08-21,1407.82,148320.17,4625.13,105.78,0.6363,2020-07-30 00:00:00,0.096
2020-08-20,1403.37,146882.17,4624.59,105.79,0.6525,2020-07-29 00:00:00,0.101
2020-08-19,1406.74,148942.32,4676.26,106.10,0.6850,2020-07-28 00:00:00,0.109
2020-08-18,1409.37,149813.89,4649.45,105.42,0.6704,2020-07-27 00:00:00,0.104
2020-08-17,1407.80,149235.03,4665.40,105.99,0.6915,2020-07-24 00:00:00,0.109
2020-08-14,1402.57,148142.98,4663.83,106.59,0.7094,2020-07-23 00:00:00,0.117
2020-08-13,1406.15,148528.75,4699.71,106.92,0.7175,2020-07-22 00:00:00,0.122
2020-08-12,1407.07,148375.48,4703.41,106.89,0.6731,2020-07-21 00:00:00,0.124
2020-08-11,1390.27,147915.80,4651.39,106.48,0.6432,2020-07-20 00:00:00,0.117
2020-08-10,1389.82,147386.80,4568.68,105.95,0.5805,2020-07-17 00:00:00,0.117
2020-08-07,1387.66,147763.58,4556.34,105.91,0.5657,2020-07-16 00:00:00,0.114
2020-08-06,1390.10,149843.62,4554.24,105.54,0.5379,2020-07-15 00:00:00,0.137
2020-08-05,1386.28,149166.10,4577.55,105.57,0.5494,2020-07-14 00:00:00,0.145
2020-08-04,1378.07,147739.84,4564.50,105.70,0.5118,2020-07-13 00:00:00,0.137
2020-08-03,1370.51,146083.53,4534.69,105.94,0.5543,2020-07-10 00:00:00,0.132
2020-07-31,1357.78,145796.54,4457.60,105.88,0.5331,2020-07-09 00:00:00,0.134
2020-07-30,1358.13,146222.42,4524.74,104.72,0.5446,2020-07-08 00:00:00,0.147
2020-07-29,1366.77,146547.72,4596.77,104.91,0.5773,2020-07-07 00:00:00,0.147
2020-07-28,1356.72,146046.75,4609.36,105.08,0.5790,2020-07-06 00:00:00,0.145
2020-07-27,1360.98,144724.08,4611.35,105.37,0.6151,2020-07-02 00:00:00,0.142
2020-07-24,1352.52,143424.12,4612.20,106.12,0.5872,2020-07-01 00:00:00,0.142
2020-07-23,1364.99,145511.67,4670.07,106.85,0.5774,2020-06-30 00:00:00,0.147
2020-07-22,1375.15,145243.52,4668.51,107.14,0.6004,2020-06-29 00:00:00,0.137
2020-07-21,1374.96,146630.36,4702.80,106.76,0.6053,2020-06-26 00:00:00,0.145
2020-07-20,1369.84,144242.96,4681.57,107.24,0.6135,2020-06-25 00:00:00,0.142
2020-07-17,1359.43,143019.78,4666.36,106.99,0.6233,2020-06-24 00:00:00,0.152
2020-07-16,1354.74,141708.03,4662.64,107.26,0.6184,2020-06-23 00:00:00,0.152
2020-07-15,1362.61,144205.48,4688.49,106.92,0.6332,2020-06-22 00:00:00,0.152
2020-07-14,1348.67,143673.39,4615.56,107.23,0.6250,2020-06-19 00:00:00,0.155
2020-07-13,1340.98,144872.13,4639.49,107.26,0.6184,2020-06-18 00:00:00,0.157
2020-07-10,1343.89,144663.35,4572.95,106.89,0.6430,2020-06-17 00:00:00,0.178
2020-07-09,1336.48,145882.55,4567.34,107.19,0.6135,2020-06-16 00:00:00,0.172
2020-07-08,1340.69,144719.10,4590.86,107.25,0.6660,2020-06-15 00:00:00,0.167
2020-07-07,1333.76,142270.79,4622.17,107.51,0.6397,2020-06-12 00:00:00,0.165
2020-07-06,1345.15,143067.44,4653.11,107.35,0.6775,2020-06-11 00:00:00,0.165
2020-07-02,1322.55,138273.10,4597.96,107.48,0.6693,2020-06-10 00:00:00,0.172
2020-07-01,1309.63,135266.00,4529.40,107.46,0.6758,2020-06-09 00:00:00,0.172
2020-06-30,1305.49,134740.51,4538.07,107.92,0.6577,2020-06-08 00:00:00,0.165
2020-06-29,1292.26,134369.44,4528.55,107.56,0.6266,2020-06-05 00:00:00,0.157
2020-06-26,1282.71,135049.12,4536.43,107.21,0.6397,2020-06-04 00:00:00,0.152
2020-06-25,1301.27,135579.99,4529.76,107.19,0.6823,2020-06-03 00:00:00,0.155
2020-06-24,1293.47,136210.37,4532.97,107.02,0.6790,2020-06-02 00:00:00,0.152
2020-06-23,1320.76,136616.89,4616.89,106.51,0.7151,2020-06-01 00:00:00,0.139
2020-06-22,1312.02,135022.73,4570.21,106.87,0.7102,2020-05-29 00:00:00,0.142
2020-06-19,1309.05,135212.00,4593.50,106.87,0.6937,2020-05-28 00:00:00,0.15
2020-06-18,1310.40,134392.30,4574.66,106.96,0.7068,2020-05-27 00:00:00,0.142
2020-06-17,1310.79,134079.52,4595.73,107.00,0.7331,2020-05-26 00:00:00,0.129
2020-06-16,1310.72,133285.24,4574.92,107.32,0.7413,2020-05-22 00:00:00,0.122
2020-06-15,1282.02,130356.70,4436.28,107.31,0.7199,2020-05-21 00:00:00,0.122
2020-06-12,1281.43,132606.51,4486.50,107.34,0.7100,2020-05-20 00:00:00,0.124
2020-06-11,1273.12,133123.05,4497.48,106.85,0.6657,2020-05-19 00:00:00,0.129
2020-06-10,1333.87,135197.23,4651.88,107.09,0.7362,2020-05-18 00:00:00,0.122
2020-06-09,1338.21,134910.48,4667.03,107.72,0.8237,2020-05-15 00:00:00,0.124
2020-06-08,1346.31,134830.50,4692.96,108.42,0.8785,2020-05-14 00:00:00,0.122
2020-06-05,1335.62,134285.33,4686.03,109.58,0.8935,2020-05-13 00:00:00,0.122
2020-06-04,1308.49,132942.43,4611.09,109.13,0.8251,2020-05-12 00:00:00,0.134
2020-06-03,1311.92,132629.95,4616.29,108.89,0.7458,2020-05-11 00:00:00,0.119
2020-06-02,1291.22,130391.55,4521.05,108.66,0.6868,2020-05-08 00:00:00,0.117
2020-06-01,1277.84,128658.07,4458.61,107.58,0.6673,2020-05-07 00:00:00,0.106
2020-05-29,1268.59,126304.11,4419.74,107.77,0.6526,2020-05-06 00:00:00,0.119
2020-05-28,1268.67,125525.82,4478.67,107.63,0.6966,2020-05-05 00:00:00,0.122
2020-05-27,1265.12,125776.64,4410.71,107.71,0.6949,2020-05-04 00:00:00,0.104
2020-05-26,1251.65,125562.02,4381.87,107.52,0.6949,2020-05-01 00:00:00,0.109
2020-05-22,1229.56,123197.58,4255.61,107.61,0.6574,2020-04-30 00:00:00,0.106
2020-05-21,1233.30,126307.40,4285.40,107.61,0.6801,2020-04-29 00:00:00,0.101
2020-05-20,1241.38,126719.45,4310.31,107.51,0.6899,2020-04-28 00:00:00,0.106
2020-05-19,1225.80,126058.37,4278.38,107.68,0.6915,2020-04-27 00:00:00,0.114
2020-05-18,1229.36,124606.88,4259.44,107.33,0.7257,2020-04-24 00:00:00,0.122
2020-05-15,1197.01,123167.46,4148.57,107.02,0.6444,2020-04-23 00:00:00,0.109
2020-05-14,1191.88,123183.25,4123.41,107.24,0.6169,2020-04-22 00:00:00,0.104
2020-05-13,1191.33,124170.77,4205.86,107.02,0.6541,2020-04-21 00:00:00,0.109
2020-05-12,1208.44,123948.78,4257.21,107.13,0.6667,2020-04-20 00:00:00,0.101
2020-05-11,1224.41,124886.51,4255.79,107.66,0.7067,2020-04-17 00:00:00,0.124
2020-05-08,1221.78,124188.91,4241.08,106.65,0.6847,2020-04-16 00:00:00,0.147
2020-05-07,1203.86,122638.64,4194.15,106.27,0.6393,2020-04-15 00:00:00,0.157
2020-05-06,1193.11,122721.14,4167.25,106.14,0.7094,2020-04-14 00:00:00,0.208
2020-05-05,1197.07,122025.35,4174.05,106.58,0.6619,2020-04-13 00:00:00,0.231
2020-05-04,1184.99,121237.01,4117.91,106.73,0.6305,2020-04-09 00:00:00,0.236
2020-05-01,1190.88,124804.95,4187.60,106.93,0.6181,2020-04-08 00:00:00,0.198
2020-04-30,1216.31,125481.33,4244.72,107.17,0.6456,2020-04-07 00:00:00,0.15
2020-04-29,1227.03,125003.47,4286.72,106.70,0.6285,2020-04-06 00:00:00,0.104
2020-04-28,1201.09,123343.05,4233.19,106.86,0.6161,2020-04-03 00:00:00,0.106
2020-04-27,1200.26,122484.23,4192.04,107.22,0.6637,2020-04-02 00:00:00,0.096
2020-04-24,1180.62,120562.50,4113.96,107.50,0.6055,2020-04-01 00:00:00,0.074
2020-04-23,1174.56,121871.26,4144.34,107.58,0.6031,2020-03-31 00:00:00,0.132
2020-04-22,1171.93,121558.14,4110.85,107.72,0.6175,2020-03-30 00:00:00,0.053
2020-04-21,1151.07,120076.21,4073.81,107.76,0.5659,2020-03-27 00:00:00,0.015
2020-04-20,1184.28,122494.32,4177.84,107.61,0.6163,2020-03-26 00:00:00,-0.035
2020-04-17,1196.57,122713.81,4176.84,107.51,0.6417,2020-03-25 00:00:00,-0.046
2020-04-16,1167.55,120661.11,4085.86,107.94,0.6173,2020-03-24 00:00:00,0.028
2020-04-15,1164.39,120864.38,4090.48,107.47,0.6348,2020-03-23 00:00:00,0.03
2020-04-14,1187.39,121599.43,4174.11,107.20,0.7504,2020-03-20 00:00:00,0.038
2020-04-13,1161.26,119898.57,4132.69,107.76,0.7697,2020-03-19 00:00:00,0.063
2020-04-10,1170.09,120325.11,4151.57,108.46,0.7286,2020-03-18 00:00:00,0.02
2020-04-09,1169.32,120238.47,4143.00,108.46,0.7286,2020-03-17 00:00:00,0.208
2020-04-08,1153.79,118889.86,4100.32,108.81,0.7706,2020-03-16 00:00:00,0.223
2020-04-07,1130.88,119446.91,4094.20,108.70,0.7264,2020-03-13 00:00:00,0.276
2020-04-06,1122.79,116622.88,4022.39,109.20,0.6777,2020-03-12 00:00:00,0.327
2020-04-03,1064.05,113776.51,3880.28,108.45,0.5994,2020-03-11 00:00:00,0.434
2020-04-02,1076.61,114470.17,3906.29,107.90,0.6111,2020-03-10 00:00:00,0.426
2020-04-01,1061.83,112885.31,3914.96,107.15,0.6019,2020-03-09 00:00:00,0.383
2020-03-31,1102.17,115315.12,4023.15,107.53,0.6679,2020-03-06 00:00:00,0.475
2020-03-30,1108.17,113259.24,4011.18,107.81,0.7264,2020-03-05 00:00:00,0.625
2020-03-27,1084.94,114066.75,3972.89,107.89,0.6762,2020-03-04 00:00:00,0.706
2020-03-26,1114.16,115242.59,4037.46,109.58,0.8479,2020-03-03 00:00:00,0.953
2020-03-25,1071.64,113754.33,4002.13,111.19,0.8688,2020-03-02 00:00:00,1.169
2020-03-24,1044.46,109348.30,3827.39,111.21,0.8578,2020-02-28 00:00:00,1.285
2020-03-23,966.06,103888.48,3597.04,111.20,0.7626,2020-02-27 00:00:00,1.454
2020-03-20,997.21,109189.30,3696.57,110.80,0.8853,2020-02-26 00:00:00,1.518
2020-03-19,1014.39,104777.89,3654.66,110.69,1.1585,2020-02-25 00:00:00,1.531
2020-03-18,1007.33,106830.30,3599.69,108.06,1.1833,2020-02-24 00:00:00,1.548
2020-03-17,1055.60,111457.28,3709.38,107.67,1.0686,2020-02-21 00:00:00,1.559
2020-03-16,1014.34,111872.01,3615.61,105.85,0.7402,2020-02-20 00:00:00,1.579
2020-03-13,1116.96,119016.07,3773.21,107.91,0.9829,2020-02-19 00:00:00,1.579
2020-03-12,1058.80,118101.13,3776.13,104.63,0.8121,2020-02-18 00:00:00,1.577
2020-03-11,1162.46,125420.25,4139.58,104.53,0.8775,2020-02-14 00:00:00,1.577
2020-03-10,1204.40,127711.13,4189.80,105.63,0.7998,2020-02-13 00:00:00,1.587
2020-03-09,1169.18,125822.35,4188.48,102.34,0.5593,2020-02-12 00:00:00,1.577
2020-03-06,1260.54,133174.49,4493.52,105.30,0.7733,2020-02-11 00:00:00,1.579
2020-03-05,1290.03,136425.82,4646.41,106.16,0.9168,2020-02-10 00:00:00,1.566
2020-03-04,1316.83,135881.45,4671.18,107.52,1.0554,2020-02-07 00:00:00,1.564
2020-03-03,1281.84,134461.88,4638.19,107.12,0.9990,2020-02-06 00:00:00,1.574
2020-03-02,1299.51,133452.13,4615.05,108.30,1.1518,2020-02-05 00:00:00,1.562
2020-02-28,1263.75,132447.67,4592.02,108.07,1.1633,2020-02-04 00:00:00,1.574
